Date,TeaGrade,DemandKg,StockLevelKg,LowStockFlag,PricePerKgLKR,DeliveryDay,Month,DayOfWeek,DayOfYear,Quarter,IsWeekend,Warehouse
2022-06-05,OP,74.8,7173.9,0,2733.45,0,6,6,156,2,1,Nuwara Eliya Main Warehouse
2022-06-06,BOP,340.9,18116.5,0,1801.45,1,6,0,157,2,0,Nuwara Eliya Main Warehouse
2022-06-06,BOPF,292.2,15172.7,0,1657.81,1,6,0,157,2,0,Nuwara Eliya Main Warehouse
2022-06-06,DUST,233.8,12933.5,0,1628.99,1,6,0,157,2,0,Nuwara Eliya Main Warehouse
2022-06-06,FNGS,177.5,9438.6,0,1422.23,1,6,0,157,2,0,Nuwara Eliya Main Warehouse
2022-06-06,OP,119.8,7185.1,0,2992.75,1,6,0,157,2,0,Nuwara Eliya Main Warehouse
2022-06-07,BOP,333.4,18171.2,0,1950.19,0,6,1,158,2,0,Nuwara Eliya Main Warehouse
2022-06-07,BOPF,313.4,15225.4,0,1746.38,0,6,1,158,2,0,Nuwara Eliya Main Warehouse
2022-06-07,DUST,242.2,12913.6,0,1541.46,0,6,1,158,2,0,Nuwara Eliya Main Warehouse
2022-06-07,FNGS,182.7,9462.8,0,1348.68,0,6,1,158,2,0,Nuwara Eliya Main Warehouse
2022-06-07,OP,145.8,7187.8,0,3003.09,0,6,1,158,2,0,Nuwara Eliya Main Warehouse
2022-06-08,BOP,350.3,18217.8,0,1978.97,1,6,2,159,2,0,Nuwara Eliya Main Warehouse
2022-06-08,BOPF,290.4,15197.6,0,1634.68,1,6,2,159,2,0,Nuwara Eliya Main Warehouse
2022-06-08,DUST,235.1,12879.2,0,1637.35,1,6,2,159,2,0,Nuwara Eliya Main Warehouse
2022-06-08,FNGS,208.7,9496.8,0,1501.69,1,6,2,159,2,0,Nuwara Eliya Main Warehouse
2022-06-08,OP,125.2,7170.0,0,2660.91,1,6,2,159,2,0,Nuwara Eliya Main Warehouse
2022-06-09,BOP,317.9,18270.4,0,1894.98,0,6,3,160,2,0,Nuwara Eliya Main Warehouse
2022-06-09,BOPF,285.8,15266.5,0,1701.84,0,6,3,160,2,0,Nuwara Eliya Main Warehouse
2022-06-09,DUST,242.4,12865.8,0,1638.6,0,6,3,160,2,0,Nuwara Eliya Main Warehouse
2022-06-09,FNGS,191.3,9503.0,0,1441.62,0,6,3,160,2,0,Nuwara Eliya Main Warehouse
2022-06-09,OP,115.3,7198.2,0,3014.41,0,6,3,160,2,0,Nuwara Eliya Main Warehouse
2022-06-10,BOP,262.4,18285.3,0,1883.95,1,6,4,161,2,0,Nuwara Eliya Main Warehouse
2022-06-10,BOPF,266.9,15329.4,0,1673.8,1,6,4,161,2,0,Nuwara Eliya Main Warehouse
2022-06-10,DUST,251.4,12851.8,0,1532.26,1,6,4,161,2,0,Nuwara Eliya Main Warehouse
2022-06-10,FNGS,155.0,9523.0,0,1406.15,1,6,4,161,2,0,Nuwara Eliya Main Warehouse
2022-06-10,OP,104.1,7197.8,0,2993.79,1,6,4,161,2,0,Nuwara Eliya Main Warehouse
2022-06-11,BOP,185.4,18290.2,0,1976.97,0,6,5,162,2,1,Nuwara Eliya Main Warehouse
2022-06-11,BOPF,181.0,15314.1,0,1713.35,0,6,5,162,2,1,Nuwara Eliya Main Warehouse
2022-06-11,DUST,155.5,12854.7,0,1681.69,0,6,5,162,2,1,Nuwara Eliya Main Warehouse
2022-06-11,FNGS,131.7,9523.7,0,1478.05,0,6,5,162,2,1,Nuwara Eliya Main Warehouse
2022-06-11,OP,62.0,7207.9,0,2883.34,0,6,5,162,2,1,Nuwara Eliya Main Warehouse
2022-06-12,BOP,169.3,18274.8,0,1857.72,0,6,6,163,2,1,Nuwara Eliya Main Warehouse
2022-06-12,BOPF,140.5,15309.8,0,1679.34,0,6,6,163,2,1,Nuwara Eliya Main Warehouse
2022-06-12,DUST,130.2,12883.1,0,1633.62,0,6,6,163,2,1,Nuwara Eliya Main Warehouse
2022-06-12,FNGS,94.6,9515.5,0,1557.42,0,6,6,163,2,1,Nuwara Eliya Main Warehouse
2022-06-12,OP,71.5,7206.4,0,2807.79,0,6,6,163,2,1,Nuwara Eliya Main Warehouse
2022-06-13,BOP,333.1,18268.5,0,1845.76,1,6,0,164,2,0,Nuwara Eliya Main Warehouse
2022-06-13,BOPF,286.4,15278.3,0,1612.03,1,6,0,164,2,0,Nuwara Eliya Main Warehouse
2022-06-13,DUST,252.7,12934.1,0,1644.71,1,6,0,164,2,0,Nuwara Eliya Main Warehouse
2022-06-13,FNGS,184.9,9517.3,0,1449.48,1,6,0,164,2,0,Nuwara Eliya Main Warehouse
2022-06-13,OP,131.1,7211.7,0,2837.74,1,6,0,164,2,0,Nuwara Eliya Main Warehouse
2022-06-14,BOP,326.4,18276.2,0,1960.84,0,6,1,165,2,0,Nuwara Eliya Main Warehouse
2022-06-14,BOPF,319.4,15265.2,0,1686.34,0,6,1,165,2,0,Nuwara Eliya Main Warehouse
2022-06-14,DUST,240.7,12941.9,0,1574.68,0,6,1,165,2,0,Nuwara Eliya Main Warehouse
2022-06-14,FNGS,187.1,9532.6,0,1494.1,0,6,1,165,2,0,Nuwara Eliya Main Warehouse
2022-06-14,OP,118.0,7212.3,0,2844.6,0,6,1,165,2,0,Nuwara Eliya Main Warehouse
2022-06-15,BOP,349.4,18236.2,0,1922.2,1,6,2,166,2,0,Nuwara Eliya Main Warehouse
2022-06-15,BOPF,275.2,15313.7,0,1733.76,1,6,2,166,2,0,Nuwara Eliya Main Warehouse
2022-06-15,DUST,245.1,12945.5,0,1639.01,1,6,2,166,2,0,Nuwara Eliya Main Warehouse
2022-06-15,FNGS,178.9,9573.6,0,1412.78,1,6,2,166,2,0,Nuwara Eliya Main Warehouse
2022-06-15,OP,121.0,7210.8,0,3019.07,1,6,2,166,2,0,Nuwara Eliya Main Warehouse
2022-06-16,BOP,298.6,18217.8,0,1980.94,0,6,3,167,2,0,Nuwara Eliya Main Warehouse
2022-06-16,BOPF,301.1,15314.1,0,1681.48,0,6,3,167,2,0,Nuwara Eliya Main Warehouse
2022-06-16,DUST,255.3,12963.8,0,1662.56,0,6,3,167,2,0,Nuwara Eliya Main Warehouse
2022-06-16,FNGS,186.8,9550.7,0,1383.52,0,6,3,167,2,0,Nuwara Eliya Main Warehouse
2022-06-16,OP,120.6,7193.7,0,2871.0,0,6,3,167,2,0,Nuwara Eliya Main Warehouse
2022-06-17,BOP,293.8,18244.0,0,1803.19,1,6,4,168,2,0,Nuwara Eliya Main Warehouse
2022-06-17,BOPF,270.7,15283.1,0,1720.69,1,6,4,168,2,0,Nuwara Eliya Main Warehouse
2022-06-17,DUST,225.8,12952.0,0,1605.71,1,6,4,168,2,0,Nuwara Eliya Main Warehouse
2022-06-17,FNGS,157.2,9559.0,0,1492.85,1,6,4,168,2,0,Nuwara Eliya Main Warehouse
2022-06-17,OP,99.6,7193.1,0,2984.98,1,6,4,168,2,0,Nuwara Eliya Main Warehouse
2022-06-18,BOP,191.6,18271.6,0,1844.37,0,6,5,169,2,1,Nuwara Eliya Main Warehouse
2022-06-18,BOPF,200.4,15280.4,0,1632.33,0,6,5,169,2,1,Nuwara Eliya Main Warehouse
2022-06-18,DUST,130.7,12935.1,0,1703.5,0,6,5,169,2,1,Nuwara Eliya Main Warehouse
2022-06-18,FNGS,137.5,9556.5,0,1477.5,0,6,5,169,2,1,Nuwara Eliya Main Warehouse
2022-06-18,OP,63.6,7206.2,0,2898.71,0,6,5,169,2,1,Nuwara Eliya Main Warehouse
2022-06-19,BOP,154.2,18310.1,0,1923.04,0,6,6,170,2,1,Nuwara Eliya Main Warehouse
2022-06-19,BOPF,131.4,15312.3,0,1681.98,0,6,6,170,2,1,Nuwara Eliya Main Warehouse
2022-06-19,DUST,131.8,12964.8,0,1612.58,0,6,6,170,2,1,Nuwara Eliya Main Warehouse
2022-06-19,FNGS,76.9,9560.6,0,1435.11,0,6,6,170,2,1,Nuwara Eliya Main Warehouse
2022-06-19,OP,56.5,7213.3,0,2913.96,0,6,6,170,2,1,Nuwara Eliya Main Warehouse
2022-06-20,BOP,327.5,18383.2,0,1945.56,1,6,0,171,2,0,Nuwara Eliya Main Warehouse
2022-06-20,BOPF,256.4,15338.4,0,1653.03,1,6,0,171,2,0,Nuwara Eliya Main Warehouse
2022-06-20,DUST,235.1,12947.1,0,1663.69,1,6,0,171,2,0,Nuwara Eliya Main Warehouse
2022-06-20,FNGS,197.1,9532.9,0,1526.43,1,6,0,171,2,0,Nuwara Eliya Main Warehouse
2022-06-20,OP,115.6,7202.7,0,2777.55,1,6,0,171,2,0,Nuwara Eliya Main Warehouse
2022-06-21,BOP,325.9,18418.1,0,1969.52,0,6,1,172,2,0,Nuwara Eliya Main Warehouse
2022-06-21,BOPF,308.1,15343.5,0,1719.8,0,6,1,172,2,0,Nuwara Eliya Main Warehouse
2022-06-21,DUST,247.4,12929.6,0,1624.38,0,6,1,172,2,0,Nuwara Eliya Main Warehouse
2022-06-21,FNGS,188.1,9528.3,0,1380.77,0,6,1,172,2,0,Nuwara Eliya Main Warehouse
2022-06-21,OP,120.9,7213.2,0,2813.39,0,6,1,172,2,0,Nuwara Eliya Main Warehouse
2022-06-22,BOP,328.5,18424.2,0,1932.35,1,6,2,173,2,0,Nuwara Eliya Main Warehouse
2022-06-22,BOPF,296.1,15318.8,0,1685.15,1,6,2,173,2,0,Nuwara Eliya Main Warehouse
2022-06-22,DUST,255.8,12939.6,0,1638.09,1,6,2,173,2,0,Nuwara Eliya Main Warehouse
2022-06-22,FNGS,188.8,9561.9,0,1403.31,1,6,2,173,2,0,Nuwara Eliya Main Warehouse
2022-06-22,OP,122.8,7238.6,0,3018.57,1,6,2,173,2,0,Nuwara Eliya Main Warehouse
2022-06-23,BOP,348.7,18460.6,0,1931.92,0,6,3,174,2,0,Nuwara Eliya Main Warehouse
2022-06-23,BOPF,304.1,15393.1,0,1717.27,0,6,3,174,2,0,Nuwara Eliya Main Warehouse
2022-06-23,DUST,267.0,12952.1,0,1533.26,0,6,3,174,2,0,Nuwara Eliya Main Warehouse
2022-06-23,FNGS,190.9,9575.5,0,1432.28,0,6,3,174,2,0,Nuwara Eliya Main Warehouse
2022-06-23,OP,129.0,7255.4,0,2897.08,0,6,3,174,2,0,Nuwara Eliya Main Warehouse
2022-06-24,BOP,283.1,18507.1,0,1901.31,1,6,4,175,2,0,Nuwara Eliya Main Warehouse
2022-06-24,BOPF,244.6,15436.8,0,1736.72,1,6,4,175,2,0,Nuwara Eliya Main Warehouse
2022-06-24,DUST,215.8,12921.3,0,1628.35,1,6,4,175,2,0,Nuwara Eliya Main Warehouse
2022-06-24,FNGS,155.2,9580.2,0,1440.21,1,6,4,175,2,0,Nuwara Eliya Main Warehouse
2022-06-24,OP,103.2,7246.0,0,2935.62,1,6,4,175,2,0,Nuwara Eliya Main Warehouse
2022-06-25,BOP,230.2,18483.4,0,2011.35,0,6,5,176,2,1,Nuwara Eliya Main Warehouse
2022-06-25,BOPF,199.1,15429.3,0,1717.58,0,6,5,176,2,1,Nuwara Eliya Main Warehouse
2022-06-25,DUST,175.6,12905.3,0,1577.03,0,6,5,176,2,1,Nuwara Eliya Main Warehouse
2022-06-25,FNGS,126.3,9575.7,0,1516.83,0,6,5,176,2,1,Nuwara Eliya Main Warehouse
2022-06-25,OP,76.5,7261.1,0,3062.3,0,6,5,176,2,1,Nuwara Eliya Main Warehouse
2022-06-26,BOP,144.4,18485.5,0,1861.97,0,6,6,177,2,1,Nuwara Eliya Main Warehouse
2022-06-26,BOPF,162.0,15409.6,0,1697.36,0,6,6,177,2,1,Nuwara Eliya Main Warehouse
2022-06-26,DUST,101.8,12905.5,0,1571.96,0,6,6,177,2,1,Nuwara Eliya Main Warehouse
2022-06-26,FNGS,60.7,9573.8,0,1457.45,0,6,6,177,2,1,Nuwara Eliya Main Warehouse
2022-06-26,OP,62.5,7259.3,0,2900.05,0,6,6,177,2,1,Nuwara Eliya Main Warehouse
2022-06-27,BOP,336.3,18548.0,0,1943.25,1,6,0,178,2,0,Nuwara Eliya Main Warehouse
2022-06-27,BOPF,282.7,15373.6,0,1635.69,1,6,0,178,2,0,Nuwara Eliya Main Warehouse
2022-06-27,DUST,244.4,12935.7,0,1692.53,1,6,0,178,2,0,Nuwara Eliya Main Warehouse
2022-06-27,FNGS,172.1,9574.4,0,1447.38,1,6,0,178,2,0,Nuwara Eliya Main Warehouse
2022-06-27,OP,121.2,7263.1,0,2895.5,1,6,0,178,2,0,Nuwara Eliya Main Warehouse
2022-06-28,BOP,369.8,18549.3,0,1868.64,0,6,1,179,2,0,Nuwara Eliya Main Warehouse
2022-06-28,BOPF,305.3,15342.5,0,1684.19,0,6,1,179,2,0,Nuwara Eliya Main Warehouse
2022-06-28,DUST,246.8,12921.2,0,1601.61,0,6,1,179,2,0,Nuwara Eliya Main Warehouse
2022-06-28,FNGS,178.9,9607.4,0,1402.25,0,6,1,179,2,0,Nuwara Eliya Main Warehouse
2022-06-28,OP,118.8,7270.3,0,3012.49,0,6,1,179,2,0,Nuwara Eliya Main Warehouse
2022-06-29,BOP,288.3,18572.0,0,1953.27,1,6,2,180,2,0,Nuwara Eliya Main Warehouse
2022-06-29,BOPF,299.2,15367.1,0,1658.54,1,6,2,180,2,0,Nuwara Eliya Main Warehouse
2022-06-29,DUST,253.9,12926.1,0,1565.01,1,6,2,180,2,0,Nuwara Eliya Main Warehouse
2022-06-29,FNGS,171.8,9648.1,0,1501.33,1,6,2,180,2,0,Nuwara Eliya Main Warehouse
2022-06-29,OP,121.5,7293.4,0,2912.42,1,6,2,180,2,0,Nuwara Eliya Main Warehouse
2022-06-30,BOP,314.1,18598.7,0,1866.17,0,6,3,181,2,0,Nuwara Eliya Main Warehouse
2022-06-30,BOPF,273.4,15427.7,0,1667.84,0,6,3,181,2,0,Nuwara Eliya Main Warehouse
2022-06-30,DUST,240.8,12943.6,0,1595.07,0,6,3,181,2,0,Nuwara Eliya Main Warehouse
2022-06-30,FNGS,179.5,9652.6,0,1408.06,0,6,3,181,2,0,Nuwara Eliya Main Warehouse
2022-06-30,OP,122.4,7320.6,0,2938.47,0,6,3,181,2,0,Nuwara Eliya Main Warehouse
2022-07-01,BOP,305.4,18575.5,0,1965.15,1,7,4,182,3,0,Nuwara Eliya Main Warehouse
2022-07-01,BOPF,265.5,15440.6,0,1666.48,1,7,4,182,3,0,Nuwara Eliya Main Warehouse
2022-07-01,DUST,199.4,12984.6,0,1551.42,1,7,4,182,3,0,Nuwara Eliya Main Warehouse
2022-07-01,FNGS,166.2,9653.8,0,1402.36,1,7,4,182,3,0,Nuwara Eliya Main Warehouse
2022-07-01,OP,97.2,7342.2,0,2995.53,1,7,4,182,3,0,Nuwara Eliya Main Warehouse
2022-07-02,BOP,210.5,18574.4,0,1930.22,0,7,5,183,3,1,Nuwara Eliya Main Warehouse
2022-07-02,BOPF,213.9,15480.6,0,1637.18,0,7,5,183,3,1,Nuwara Eliya Main Warehouse
2022-07-02,DUST,146.1,12981.7,0,1678.68,0,7,5,183,3,1,Nuwara Eliya Main Warehouse
2022-07-02,FNGS,124.7,9677.4,0,1439.19,0,7,5,183,3,1,Nuwara Eliya Main Warehouse
2022-07-02,OP,84.5,7329.8,0,2912.01,0,7,5,183,3,1,Nuwara Eliya Main Warehouse
2022-07-03,BOP,173.7,18571.6,0,2020.96,0,7,6,184,3,1,Nuwara Eliya Main Warehouse
2022-07-03,BOPF,145.1,15484.7,0,1589.79,0,7,6,184,3,1,Nuwara Eliya Main Warehouse
2022-07-03,DUST,99.3,12972.1,0,1579.76,0,7,6,184,3,1,Nuwara Eliya Main Warehouse
2022-07-03,FNGS,92.9,9679.3,0,1462.96,0,7,6,184,3,1,Nuwara Eliya Main Warehouse
2022-07-03,OP,67.9,7344.6,0,2978.36,0,7,6,184,3,1,Nuwara Eliya Main Warehouse
2022-07-04,BOP,315.1,18527.6,0,1908.67,1,7,0,185,3,0,Nuwara Eliya Main Warehouse
2022-07-04,BOPF,260.4,15519.5,0,1652.57,1,7,0,185,3,0,Nuwara Eliya Main Warehouse
2022-07-04,DUST,224.3,12982.4,0,1636.84,1,7,0,185,3,0,Nuwara Eliya Main Warehouse
2022-07-04,FNGS,173.2,9691.6,0,1425.96,1,7,0,185,3,0,Nuwara Eliya Main Warehouse
2022-07-04,OP,112.5,7330.2,0,2902.68,1,7,0,185,3,0,Nuwara Eliya Main Warehouse
2022-07-05,BOP,344.6,18479.3,0,1947.99,0,7,1,186,3,0,Nuwara Eliya Main Warehouse
2022-07-05,BOPF,287.5,15560.5,0,1694.55,0,7,1,186,3,0,Nuwara Eliya Main Warehouse
2022-07-05,DUST,262.2,13021.4,0,1675.4,0,7,1,186,3,0,Nuwara Eliya Main Warehouse
2022-07-05,FNGS,193.5,9680.4,0,1486.0,0,7,1,186,3,0,Nuwara Eliya Main Warehouse
2022-07-05,OP,125.2,7324.7,0,2995.03,0,7,1,186,3,0,Nuwara Eliya Main Warehouse
2022-07-06,BOP,333.7,18540.2,0,1881.27,1,7,2,187,3,0,Nuwara Eliya Main Warehouse
2022-07-06,BOPF,263.8,15539.3,0,1619.75,1,7,2,187,3,0,Nuwara Eliya Main Warehouse
2022-07-06,DUST,247.0,12995.2,0,1589.2,1,7,2,187,3,0,Nuwara Eliya Main Warehouse
2022-07-06,FNGS,187.5,9708.0,0,1444.52,1,7,2,187,3,0,Nuwara Eliya Main Warehouse
2022-07-06,OP,126.2,7331.8,0,2948.21,1,7,2,187,3,0,Nuwara Eliya Main Warehouse
2022-07-07,BOP,352.9,18525.8,0,1908.7,0,7,3,188,3,0,Nuwara Eliya Main Warehouse
2022-07-07,BOPF,310.0,15537.6,0,1686.15,0,7,3,188,3,0,Nuwara Eliya Main Warehouse
2022-07-07,DUST,249.4,13000.1,0,1637.31,0,7,3,188,3,0,Nuwara Eliya Main Warehouse
2022-07-07,FNGS,192.8,9720.1,0,1500.73,0,7,3,188,3,0,Nuwara Eliya Main Warehouse
2022-07-07,OP,115.4,7336.7,0,2894.09,0,7,3,188,3,0,Nuwara Eliya Main Warehouse
2022-07-08,BOP,300.4,18543.0,0,1930.68,1,7,4,189,3,0,Nuwara Eliya Main Warehouse
2022-07-08,BOPF,270.5,15566.0,0,1777.86,1,7,4,189,3,0,Nuwara Eliya Main Warehouse
2022-07-08,DUST,246.0,12965.0,0,1564.78,1,7,4,189,3,0,Nuwara Eliya Main Warehouse
2022-07-08,FNGS,171.5,9749.9,0,1477.83,1,7,4,189,3,0,Nuwara Eliya Main Warehouse
2022-07-08,OP,109.8,7346.7,0,2919.47,1,7,4,189,3,0,Nuwara Eliya Main Warehouse
2022-07-09,BOP,222.3,18536.2,0,1840.19,0,7,5,190,3,1,Nuwara Eliya Main Warehouse
2022-07-09,BOPF,179.5,15544.1,0,1735.35,0,7,5,190,3,1,Nuwara Eliya Main Warehouse
2022-07-09,DUST,155.9,12943.7,0,1726.52,0,7,5,190,3,1,Nuwara Eliya Main Warehouse
2022-07-09,FNGS,118.7,9769.2,0,1531.96,0,7,5,190,3,1,Nuwara Eliya Main Warehouse
2022-07-09,OP,77.8,7350.0,0,2708.11,0,7,5,190,3,1,Nuwara Eliya Main Warehouse
2022-07-10,BOP,160.1,18572.5,0,1846.4,0,7,6,191,3,1,Nuwara Eliya Main Warehouse
2022-07-10,BOPF,122.4,15543.5,0,1765.62,0,7,6,191,3,1,Nuwara Eliya Main Warehouse
2022-07-10,DUST,133.5,12949.5,0,1656.45,0,7,6,191,3,1,Nuwara Eliya Main Warehouse
2022-07-10,FNGS,81.9,9763.9,0,1438.25,0,7,6,191,3,1,Nuwara Eliya Main Warehouse
2022-07-10,OP,48.3,7360.8,0,3013.92,0,7,6,191,3,1,Nuwara Eliya Main Warehouse
2022-07-11,BOP,319.0,18557.7,0,1958.51,1,7,0,192,3,0,Nuwara Eliya Main Warehouse
2022-07-11,BOPF,272.5,15560.9,0,1704.87,1,7,0,192,3,0,Nuwara Eliya Main Warehouse
2022-07-11,DUST,245.0,12941.9,0,1604.06,1,7,0,192,3,0,Nuwara Eliya Main Warehouse
2022-07-11,FNGS,174.8,9787.8,0,1492.37,1,7,0,192,3,0,Nuwara Eliya Main Warehouse
2022-07-11,OP,122.4,7354.2,0,2808.45,1,7,0,192,3,0,Nuwara Eliya Main Warehouse
2022-07-12,BOP,336.3,18565.0,0,1917.25,0,7,1,193,3,0,Nuwara Eliya Main Warehouse
2022-07-12,BOPF,290.1,15633.0,0,1742.73,0,7,1,193,3,0,Nuwara Eliya Main Warehouse
2022-07-12,DUST,296.7,12997.7,0,1577.2,0,7,1,193,3,0,Nuwara Eliya Main Warehouse
2022-07-12,FNGS,185.2,9819.3,0,1381.98,0,7,1,193,3,0,Nuwara Eliya Main Warehouse
2022-07-12,OP,117.4,7349.5,0,2824.24,0,7,1,193,3,0,Nuwara Eliya Main Warehouse
2022-07-13,BOP,346.1,18634.0,0,1892.58,1,7,2,194,3,0,Nuwara Eliya Main Warehouse
2022-07-13,BOPF,297.3,15644.8,0,1650.92,1,7,2,194,3,0,Nuwara Eliya Main Warehouse
2022-07-13,DUST,209.0,13016.7,0,1607.95,1,7,2,194,3,0,Nuwara Eliya Main Warehouse
2022-07-13,FNGS,184.4,9817.1,0,1578.58,1,7,2,194,3,0,Nuwara Eliya Main Warehouse
2022-07-13,OP,130.0,7377.9,0,2877.46,1,7,2,194,3,0,Nuwara Eliya Main Warehouse
2022-07-14,BOP,324.4,18694.5,0,1884.72,0,7,3,195,3,0,Nuwara Eliya Main Warehouse
2022-07-14,BOPF,291.5,15696.2,0,1654.91,0,7,3,195,3,0,Nuwara Eliya Main Warehouse
2022-07-14,DUST,237.6,13024.2,0,1597.55,0,7,3,195,3,0,Nuwara Eliya Main Warehouse
2022-07-14,FNGS,187.4,9801.9,0,1490.57,0,7,3,195,3,0,Nuwara Eliya Main Warehouse
2022-07-14,OP,116.3,7364.0,0,2763.85,0,7,3,195,3,0,Nuwara Eliya Main Warehouse
2022-07-15,BOP,303.2,18671.6,0,1886.99,1,7,4,196,3,0,Nuwara Eliya Main Warehouse
2022-07-15,BOPF,282.3,15702.7,0,1553.22,1,7,4,196,3,0,Nuwara Eliya Main Warehouse
2022-07-15,DUST,231.3,13027.3,0,1704.29,1,7,4,196,3,0,Nuwara Eliya Main Warehouse
2022-07-15,FNGS,172.8,9776.2,0,1444.89,1,7,4,196,3,0,Nuwara Eliya Main Warehouse
2022-07-15,OP,107.1,7374.0,0,2953.94,1,7,4,196,3,0,Nuwara Eliya Main Warehouse
2022-07-16,BOP,257.8,18715.7,0,1932.14,0,7,5,197,3,1,Nuwara Eliya Main Warehouse
2022-07-16,BOPF,178.4,15732.8,0,1744.11,0,7,5,197,3,1,Nuwara Eliya Main Warehouse
2022-07-16,DUST,151.4,13034.7,0,1556.6,0,7,5,197,3,1,Nuwara Eliya Main Warehouse
2022-07-16,FNGS,119.8,9779.8,0,1446.55,0,7,5,197,3,1,Nuwara Eliya Main Warehouse
2022-07-16,OP,88.5,7384.9,0,2945.19,0,7,5,197,3,1,Nuwara Eliya Main Warehouse
2022-07-17,BOP,187.0,18722.0,0,1950.73,0,7,6,198,3,1,Nuwara Eliya Main Warehouse
2022-07-17,BOPF,123.1,15743.6,0,1761.44,0,7,6,198,3,1,Nuwara Eliya Main Warehouse
2022-07-17,DUST,134.7,13016.6,0,1619.97,0,7,6,198,3,1,Nuwara Eliya Main Warehouse
2022-07-17,FNGS,93.9,9779.0,0,1447.16,0,7,6,198,3,1,Nuwara Eliya Main Warehouse
2022-07-17,OP,64.5,7388.3,0,2874.2,0,7,6,198,3,1,Nuwara Eliya Main Warehouse
2022-07-18,BOP,324.4,18736.0,0,1810.05,1,7,0,199,3,0,Nuwara Eliya Main Warehouse
2022-07-18,BOPF,269.4,15798.7,0,1659.81,1,7,0,199,3,0,Nuwara Eliya Main Warehouse
2022-07-18,DUST,246.0,13067.6,0,1612.96,1,7,0,199,3,0,Nuwara Eliya Main Warehouse
2022-07-18,FNGS,185.6,9792.4,0,1534.92,1,7,0,199,3,0,Nuwara Eliya Main Warehouse
2022-07-18,OP,113.5,7402.8,0,2858.32,1,7,0,199,3,0,Nuwara Eliya Main Warehouse
2022-07-19,BOP,370.1,18700.2,0,2004.71,0,7,1,200,3,0,Nuwara Eliya Main Warehouse
2022-07-19,BOPF,302.8,15803.1,0,1674.47,0,7,1,200,3,0,Nuwara Eliya Main Warehouse
2022-07-19,DUST,271.7,13135.3,0,1608.47,0,7,1,200,3,0,Nuwara Eliya Main Warehouse
2022-07-19,FNGS,187.9,9778.3,0,1495.48,0,7,1,200,3,0,Nuwara Eliya Main Warehouse
2022-07-19,OP,120.3,7393.0,0,2857.24,0,7,1,200,3,0,Nuwara Eliya Main Warehouse
2022-07-20,BOP,333.2,18661.0,0,2000.9,1,7,2,201,3,0,Nuwara Eliya Main Warehouse
2022-07-20,BOPF,285.7,15829.3,0,1650.29,1,7,2,201,3,0,Nuwara Eliya Main Warehouse
2022-07-20,DUST,238.5,13116.9,0,1608.99,1,7,2,201,3,0,Nuwara Eliya Main Warehouse
2022-07-20,FNGS,180.2,9813.2,0,1439.22,1,7,2,201,3,0,Nuwara Eliya Main Warehouse
2022-07-20,OP,121.2,7416.2,0,2967.33,1,7,2,201,3,0,Nuwara Eliya Main Warehouse
2022-07-21,BOP,295.9,18702.7,0,1797.22,0,7,3,202,3,0,Nuwara Eliya Main Warehouse
2022-07-21,BOPF,287.8,15858.7,0,1705.65,0,7,3,202,3,0,Nuwara Eliya Main Warehouse
2022-07-21,DUST,252.9,13091.1,0,1608.76,0,7,3,202,3,0,Nuwara Eliya Main Warehouse
2022-07-21,FNGS,168.0,9805.4,0,1405.91,0,7,3,202,3,0,Nuwara Eliya Main Warehouse
2022-07-21,OP,126.4,7404.3,0,2782.02,0,7,3,202,3,0,Nuwara Eliya Main Warehouse
2022-07-22,BOP,280.9,18716.4,0,1986.97,1,7,4,203,3,0,Nuwara Eliya Main Warehouse
2022-07-22,BOPF,254.7,15863.0,0,1741.84,1,7,4,203,3,0,Nuwara Eliya Main Warehouse
2022-07-22,DUST,231.1,13069.7,0,1654.86,1,7,4,203,3,0,Nuwara Eliya Main Warehouse
2022-07-22,FNGS,160.0,9795.9,0,1508.28,1,7,4,203,3,0,Nuwara Eliya Main Warehouse
2022-07-22,OP,113.3,7405.5,0,2881.74,1,7,4,203,3,0,Nuwara Eliya Main Warehouse
2022-07-23,BOP,184.7,18721.0,0,1985.41,0,7,5,204,3,1,Nuwara Eliya Main Warehouse
2022-07-23,BOPF,209.3,15843.7,0,1602.59,0,7,5,204,3,1,Nuwara Eliya Main Warehouse
2022-07-23,DUST,166.7,13088.8,0,1642.7,0,7,5,204,3,1,Nuwara Eliya Main Warehouse
2022-07-23,FNGS,128.0,9801.3,0,1493.37,0,7,5,204,3,1,Nuwara Eliya Main Warehouse
2022-07-23,OP,75.0,7396.5,0,2787.83,0,7,5,204,3,1,Nuwara Eliya Main Warehouse
2022-07-24,BOP,166.3,18744.5,0,1927.0,0,7,6,205,3,1,Nuwara Eliya Main Warehouse
2022-07-24,BOPF,141.2,15827.8,0,1707.3,0,7,6,205,3,1,Nuwara Eliya Main Warehouse
2022-07-24,DUST,131.3,13103.8,0,1633.97,0,7,6,205,3,1,Nuwara Eliya Main Warehouse
2022-07-24,FNGS,88.7,9805.7,0,1487.92,0,7,6,205,3,1,Nuwara Eliya Main Warehouse
2022-07-24,OP,55.0,7400.2,0,2981.08,0,7,6,205,3,1,Nuwara Eliya Main Warehouse
2022-07-25,BOP,333.8,18796.7,0,1855.12,1,7,0,206,3,0,Nuwara Eliya Main Warehouse
