SourceSystem,SourceRecordId,OriginalTransactionDate,TeaGrade,ItemCode,Quantity,Unit,TransactionType,SourceReferenceNumber,SupplierOrProductionReference,WarehouseCode,BinCode,UnitCost,Reason
SYNTHETIC-RESEARCH,SYN-DUST-20231020,2023-10-20T00:00:00Z,DUST,TEA-DUST,233.6,kg,ProductionReceipt,SYN-PROD-DUST-20231020,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231021,2023-10-21T00:00:00Z,DUST,TEA-DUST,183.4,kg,ProductionReceipt,SYN-PROD-DUST-20231021,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231022,2023-10-22T00:00:00Z,DUST,TEA-DUST,122.6,kg,ProductionReceipt,SYN-PROD-DUST-20231022,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231023,2023-10-23T00:00:00Z,DUST,TEA-DUST,227.3,kg,ProductionReceipt,SYN-PROD-DUST-20231023,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231024,2023-10-24T00:00:00Z,DUST,TEA-DUST,258.9,kg,ProductionReceipt,SYN-PROD-DUST-20231024,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231025,2023-10-25T00:00:00Z,DUST,TEA-DUST,269.1,kg,ProductionReceipt,SYN-PROD-DUST-20231025,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231026,2023-10-26T00:00:00Z,DUST,TEA-DUST,247.1,kg,ProductionReceipt,SYN-PROD-DUST-20231026,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231027,2023-10-27T00:00:00Z,DUST,TEA-DUST,205.1,kg,ProductionReceipt,SYN-PROD-DUST-20231027,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231028,2023-10-28T00:00:00Z,DUST,TEA-DUST,177.5,kg,ProductionReceipt,SYN-PROD-DUST-20231028,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231029,2023-10-29T00:00:00Z,DUST,TEA-DUST,150.8,kg,ProductionReceipt,SYN-PROD-DUST-20231029,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231030,2023-10-30T00:00:00Z,DUST,TEA-DUST,250.6,kg,ProductionReceipt,SYN-PROD-DUST-20231030,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231031,2023-10-31T00:00:00Z,DUST,TEA-DUST,239.2,kg,ProductionReceipt,SYN-PROD-DUST-20231031,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231101,2023-11-01T00:00:00Z,DUST,TEA-DUST,264.9,kg,ProductionReceipt,SYN-PROD-DUST-20231101,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231102,2023-11-02T00:00:00Z,DUST,TEA-DUST,266.9,kg,ProductionReceipt,SYN-PROD-DUST-20231102,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231103,2023-11-03T00:00:00Z,DUST,TEA-DUST,226.8,kg,ProductionReceipt,SYN-PROD-DUST-20231103,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231104,2023-11-04T00:00:00Z,DUST,TEA-DUST,187.0,kg,ProductionReceipt,SYN-PROD-DUST-20231104,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231105,2023-11-05T00:00:00Z,DUST,TEA-DUST,129.7,kg,ProductionReceipt,SYN-PROD-DUST-20231105,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231106,2023-11-06T00:00:00Z,DUST,TEA-DUST,263.3,kg,ProductionReceipt,SYN-PROD-DUST-20231106,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231107,2023-11-07T00:00:00Z,DUST,TEA-DUST,271.9,kg,ProductionReceipt,SYN-PROD-DUST-20231107,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231108,2023-11-08T00:00:00Z,DUST,TEA-DUST,279.5,kg,ProductionReceipt,SYN-PROD-DUST-20231108,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231109,2023-11-09T00:00:00Z,DUST,TEA-DUST,266.0,kg,ProductionReceipt,SYN-PROD-DUST-20231109,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231110,2023-11-10T00:00:00Z,DUST,TEA-DUST,237.3,kg,ProductionReceipt,SYN-PROD-DUST-20231110,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231111,2023-11-11T00:00:00Z,DUST,TEA-DUST,169.0,kg,ProductionReceipt,SYN-PROD-DUST-20231111,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231112,2023-11-12T00:00:00Z,DUST,TEA-DUST,145.5,kg,ProductionReceipt,SYN-PROD-DUST-20231112,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231113,2023-11-13T00:00:00Z,DUST,TEA-DUST,261.7,kg,ProductionReceipt,SYN-PROD-DUST-20231113,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231114,2023-11-14T00:00:00Z,DUST,TEA-DUST,265.4,kg,ProductionReceipt,SYN-PROD-DUST-20231114,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231115,2023-11-15T00:00:00Z,DUST,TEA-DUST,276.0,kg,ProductionReceipt,SYN-PROD-DUST-20231115,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231116,2023-11-16T00:00:00Z,DUST,TEA-DUST,274.7,kg,ProductionReceipt,SYN-PROD-DUST-20231116,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231117,2023-11-17T00:00:00Z,DUST,TEA-DUST,238.8,kg,ProductionReceipt,SYN-PROD-DUST-20231117,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231118,2023-11-18T00:00:00Z,DUST,TEA-DUST,197.7,kg,ProductionReceipt,SYN-PROD-DUST-20231118,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231119,2023-11-19T00:00:00Z,DUST,TEA-DUST,152.8,kg,ProductionReceipt,SYN-PROD-DUST-20231119,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231120,2023-11-20T00:00:00Z,DUST,TEA-DUST,251.2,kg,ProductionReceipt,SYN-PROD-DUST-20231120,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231121,2023-11-21T00:00:00Z,DUST,TEA-DUST,301.7,kg,ProductionReceipt,SYN-PROD-DUST-20231121,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231122,2023-11-22T00:00:00Z,DUST,TEA-DUST,289.4,kg,ProductionReceipt,SYN-PROD-DUST-20231122,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231123,2023-11-23T00:00:00Z,DUST,TEA-DUST,288.8,kg,ProductionReceipt,SYN-PROD-DUST-20231123,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231124,2023-11-24T00:00:00Z,DUST,TEA-DUST,254.5,kg,ProductionReceipt,SYN-PROD-DUST-20231124,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231125,2023-11-25T00:00:00Z,DUST,TEA-DUST,155.9,kg,ProductionReceipt,SYN-PROD-DUST-20231125,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231126,2023-11-26T00:00:00Z,DUST,TEA-DUST,170.2,kg,ProductionReceipt,SYN-PROD-DUST-20231126,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231127,2023-11-27T00:00:00Z,DUST,TEA-DUST,276.2,kg,ProductionReceipt,SYN-PROD-DUST-20231127,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231128,2023-11-28T00:00:00Z,DUST,TEA-DUST,293.3,kg,ProductionReceipt,SYN-PROD-DUST-20231128,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231129,2023-11-29T00:00:00Z,DUST,TEA-DUST,292.1,kg,ProductionReceipt,SYN-PROD-DUST-20231129,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231130,2023-11-30T00:00:00Z,DUST,TEA-DUST,308.3,kg,ProductionReceipt,SYN-PROD-DUST-20231130,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231201,2023-12-01T00:00:00Z,DUST,TEA-DUST,247.1,kg,ProductionReceipt,SYN-PROD-DUST-20231201,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231202,2023-12-02T00:00:00Z,DUST,TEA-DUST,188.5,kg,ProductionReceipt,SYN-PROD-DUST-20231202,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231203,2023-12-03T00:00:00Z,DUST,TEA-DUST,148.7,kg,ProductionReceipt,SYN-PROD-DUST-20231203,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231204,2023-12-04T00:00:00Z,DUST,TEA-DUST,266.5,kg,ProductionReceipt,SYN-PROD-DUST-20231204,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231205,2023-12-05T00:00:00Z,DUST,TEA-DUST,279.8,kg,ProductionReceipt,SYN-PROD-DUST-20231205,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231206,2023-12-06T00:00:00Z,DUST,TEA-DUST,264.5,kg,ProductionReceipt,SYN-PROD-DUST-20231206,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231207,2023-12-07T00:00:00Z,DUST,TEA-DUST,293.5,kg,ProductionReceipt,SYN-PROD-DUST-20231207,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231208,2023-12-08T00:00:00Z,DUST,TEA-DUST,290.6,kg,ProductionReceipt,SYN-PROD-DUST-20231208,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231209,2023-12-09T00:00:00Z,DUST,TEA-DUST,232.5,kg,ProductionReceipt,SYN-PROD-DUST-20231209,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231210,2023-12-10T00:00:00Z,DUST,TEA-DUST,155.8,kg,ProductionReceipt,SYN-PROD-DUST-20231210,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231211,2023-12-11T00:00:00Z,DUST,TEA-DUST,285.1,kg,ProductionReceipt,SYN-PROD-DUST-20231211,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231212,2023-12-12T00:00:00Z,DUST,TEA-DUST,319.9,kg,ProductionReceipt,SYN-PROD-DUST-20231212,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231213,2023-12-13T00:00:00Z,DUST,TEA-DUST,304.6,kg,ProductionReceipt,SYN-PROD-DUST-20231213,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231214,2023-12-14T00:00:00Z,DUST,TEA-DUST,296.5,kg,ProductionReceipt,SYN-PROD-DUST-20231214,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231215,2023-12-15T00:00:00Z,DUST,TEA-DUST,265.5,kg,ProductionReceipt,SYN-PROD-DUST-20231215,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231216,2023-12-16T00:00:00Z,DUST,TEA-DUST,227.2,kg,ProductionReceipt,SYN-PROD-DUST-20231216,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231217,2023-12-17T00:00:00Z,DUST,TEA-DUST,159.7,kg,ProductionReceipt,SYN-PROD-DUST-20231217,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231218,2023-12-18T00:00:00Z,DUST,TEA-DUST,303.1,kg,ProductionReceipt,SYN-PROD-DUST-20231218,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231219,2023-12-19T00:00:00Z,DUST,TEA-DUST,314.2,kg,ProductionReceipt,SYN-PROD-DUST-20231219,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231220,2023-12-20T00:00:00Z,DUST,TEA-DUST,342.0,kg,ProductionReceipt,SYN-PROD-DUST-20231220,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231221,2023-12-21T00:00:00Z,DUST,TEA-DUST,348.9,kg,ProductionReceipt,SYN-PROD-DUST-20231221,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231222,2023-12-22T00:00:00Z,DUST,TEA-DUST,312.6,kg,ProductionReceipt,SYN-PROD-DUST-20231222,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231223,2023-12-23T00:00:00Z,DUST,TEA-DUST,245.4,kg,ProductionReceipt,SYN-PROD-DUST-20231223,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231224,2023-12-24T00:00:00Z,DUST,TEA-DUST,219.3,kg,ProductionReceipt,SYN-PROD-DUST-20231224,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231225,2023-12-25T00:00:00Z,DUST,TEA-DUST,316.0,kg,ProductionReceipt,SYN-PROD-DUST-20231225,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231226,2023-12-26T00:00:00Z,DUST,TEA-DUST,360.6,kg,ProductionReceipt,SYN-PROD-DUST-20231226,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231227,2023-12-27T00:00:00Z,DUST,TEA-DUST,360.4,kg,ProductionReceipt,SYN-PROD-DUST-20231227,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231228,2023-12-28T00:00:00Z,DUST,TEA-DUST,334.5,kg,ProductionReceipt,SYN-PROD-DUST-20231228,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231229,2023-12-29T00:00:00Z,DUST,TEA-DUST,305.5,kg,ProductionReceipt,SYN-PROD-DUST-20231229,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231230,2023-12-30T00:00:00Z,DUST,TEA-DUST,250.3,kg,ProductionReceipt,SYN-PROD-DUST-20231230,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231231,2023-12-31T00:00:00Z,DUST,TEA-DUST,223.1,kg,ProductionReceipt,SYN-PROD-DUST-20231231,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231002,2023-10-02T00:00:00Z,FNGS,TEA-FNGS,193.0,kg,ProductionReceipt,SYN-PROD-FNGS-20231002,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231003,2023-10-03T00:00:00Z,FNGS,TEA-FNGS,207.7,kg,ProductionReceipt,SYN-PROD-FNGS-20231003,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231004,2023-10-04T00:00:00Z,FNGS,TEA-FNGS,198.7,kg,ProductionReceipt,SYN-PROD-FNGS-20231004,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231005,2023-10-05T00:00:00Z,FNGS,TEA-FNGS,206.4,kg,ProductionReceipt,SYN-PROD-FNGS-20231005,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231006,2023-10-06T00:00:00Z,FNGS,TEA-FNGS,170.9,kg,ProductionReceipt,SYN-PROD-FNGS-20231006,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231007,2023-10-07T00:00:00Z,FNGS,TEA-FNGS,123.9,kg,ProductionReceipt,SYN-PROD-FNGS-20231007,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231008,2023-10-08T00:00:00Z,FNGS,TEA-FNGS,104.6,kg,ProductionReceipt,SYN-PROD-FNGS-20231008,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231009,2023-10-09T00:00:00Z,FNGS,TEA-FNGS,188.6,kg,ProductionReceipt,SYN-PROD-FNGS-20231009,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231010,2023-10-10T00:00:00Z,FNGS,TEA-FNGS,191.6,kg,ProductionReceipt,SYN-PROD-FNGS-20231010,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231011,2023-10-11T00:00:00Z,FNGS,TEA-FNGS,197.1,kg,ProductionReceipt,SYN-PROD-FNGS-20231011,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231012,2023-10-12T00:00:00Z,FNGS,TEA-FNGS,180.2,kg,ProductionReceipt,SYN-PROD-FNGS-20231012,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231013,2023-10-13T00:00:00Z,FNGS,TEA-FNGS,160.3,kg,ProductionReceipt,SYN-PROD-FNGS-20231013,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231014,2023-10-14T00:00:00Z,FNGS,TEA-FNGS,115.5,kg,ProductionReceipt,SYN-PROD-FNGS-20231014,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231015,2023-10-15T00:00:00Z,FNGS,TEA-FNGS,108.3,kg,ProductionReceipt,SYN-PROD-FNGS-20231015,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231016,2023-10-16T00:00:00Z,FNGS,TEA-FNGS,148.3,kg,ProductionReceipt,SYN-PROD-FNGS-20231016,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231017,2023-10-17T00:00:00Z,FNGS,TEA-FNGS,195.9,kg,ProductionReceipt,SYN-PROD-FNGS-20231017,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231018,2023-10-18T00:00:00Z,FNGS,TEA-FNGS,187.9,kg,ProductionReceipt,SYN-PROD-FNGS-20231018,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231019,2023-10-19T00:00:00Z,FNGS,TEA-FNGS,165.3,kg,ProductionReceipt,SYN-PROD-FNGS-20231019,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231020,2023-10-20T00:00:00Z,FNGS,TEA-FNGS,166.6,kg,ProductionReceipt,SYN-PROD-FNGS-20231020,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231021,2023-10-21T00:00:00Z,FNGS,TEA-FNGS,123.0,kg,ProductionReceipt,SYN-PROD-FNGS-20231021,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231022,2023-10-22T00:00:00Z,FNGS,TEA-FNGS,96.8,kg,ProductionReceipt,SYN-PROD-FNGS-20231022,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231023,2023-10-23T00:00:00Z,FNGS,TEA-FNGS,151.5,kg,ProductionReceipt,SYN-PROD-FNGS-20231023,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231024,2023-10-24T00:00:00Z,FNGS,TEA-FNGS,203.6,kg,ProductionReceipt,SYN-PROD-FNGS-20231024,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231025,2023-10-25T00:00:00Z,FNGS,TEA-FNGS,177.0,kg,ProductionReceipt,SYN-PROD-FNGS-20231025,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231026,2023-10-26T00:00:00Z,FNGS,TEA-FNGS,188.6,kg,ProductionReceipt,SYN-PROD-FNGS-20231026,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231027,2023-10-27T00:00:00Z,FNGS,TEA-FNGS,169.2,kg,ProductionReceipt,SYN-PROD-FNGS-20231027,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231028,2023-10-28T00:00:00Z,FNGS,TEA-FNGS,106.5,kg,ProductionReceipt,SYN-PROD-FNGS-20231028,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-FNGS-20231029,2023-10-29T00:00:00Z,FNGS,TEA-FNGS,96.0,kg,ProductionReceipt,SYN-PROD-FNGS-20231029,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
