Date,Year,Month,Day,DayOfWeek,Quarter,IsWeekend,DayOfYear,GreenLeafPricePerKgLKR,GreenLeafQuantityKg,FirewoodCollectedKg,FirewoodCostPerKgLKR,TemperatureCelsius,RainfallMM,HeavyRainFlag,SupplierID,SupplierName,SupplierDelivered,SupplierQuantityKg,PromotionActive,MonthStartBonus,TotalDailyCostLKR,NextDayGreenLeafPrice,PriceLag1,PriceLag2,PriceLag3,PriceLag7,PriceLag14,PriceRollingMean7,PriceRollingMean30,PriceRollingStd7,QtyRollingMean7,PriceChangePct
2022-07-14,2022,7,14,3,3,0,195,131.23,3906.9,1083.4,18.73,11.7,29.2,0,SUP-003,Nuwara Estates Ltd,0,0.0,0,0,532994.57,120.37,119.29,119.67,122.5,122.95,119.08,121.66,122.12,4.63,3672.5,10.0092
2022-07-15,2022,7,15,4,3,0,196,120.37,3950.6,1154.0,16.58,14.5,23.3,0,SUP-003,Nuwara Estates Ltd,1,821.9,0,0,494667.04,120.33,131.23,119.29,119.67,117.41,123.32,122.08,122.05,4.31,3620.0,-8.2755
2022-07-16,2022,7,16,5,3,1,197,120.33,2692.6,539.3,19.08,12.6,24.5,0,SUP-001,Perera Tea Estates,1,741.5,0,0,334290.4,121.52,120.37,131.23,119.29,118.85,116.98,122.3,121.91,4.15,3655.8,-0.0332
2022-07-17,2022,7,17,6,3,1,198,121.52,2368.3,536.7,18.87,12.2,4.3,0,SUP-003,Nuwara Estates Ltd,0,0.0,0,0,297923.34,131.03,120.33,120.37,131.23,122.68,114.6,122.13,122.07,4.16,3603.8,0.9889
2022-07-18,2022,7,18,0,3,0,199,131.03,3780.7,1191.4,19.16,12.2,14.3,0,SUP-002,Silva Green Leaves,0,0.0,0,0,518212.34,118.24,121.52,120.33,120.37,122.5,124.8,123.35,122.31,5.36,3514.9,7.8259
2022-07-19,2022,7,19,1,3,0,200,118.24,4033.2,1227.4,16.46,10.7,16.8,0,SUP-004,Highlands Tea Farm,1,490.7,0,0,497088.57,122.29,131.03,121.52,120.33,119.67,123.74,123.14,122.4,5.55,3473.4,-9.7611
2022-07-20,2022,7,20,2,3,0,201,122.29,3998.1,1148.2,19.08,12.8,39.5,1,SUP-004,Highlands Tea Farm,0,0.0,1,0,510835.31,126.75,118.24,131.03,121.52,119.29,125.82,123.57,122.26,5.31,3532.9,3.4252
2022-07-21,2022,7,21,3,3,0,202,126.75,3609.9,1148.0,17.59,10.4,5.5,0,SUP-002,Silva Green Leaves,1,646.4,0,0,477748.14,130.78,122.29,118.24,131.03,131.23,122.95,122.93,122.23,4.43,3490.5,3.6471
2022-07-22,2022,7,22,4,3,0,203,130.78,3871.9,1112.3,18.28,14.2,53.5,1,SUP-002,Silva Green Leaves,1,561.0,0,0,526699.93,124.73,126.75,122.29,118.24,120.37,117.41,124.42,122.57,5.12,3479.2,3.1795
2022-07-23,2022,7,23,5,3,1,204,124.73,2662.0,629.3,17.68,11.4,59.8,1,SUP-005,Kandyan Leaf Growers,1,618.8,0,0,343157.28,113.47,130.78,126.75,122.29,120.33,118.85,125.05,122.81,4.8,3474.9,-4.6261
2022-07-24,2022,7,24,6,3,1,205,113.47,2399.0,388.5,19.66,11.9,21.6,0,SUP-004,Highlands Tea Farm,0,0.0,1,0,279852.44,112.95,124.73,130.78,126.75,121.52,122.68,123.9,122.56,6.46,3479.3,-9.0275
2022-07-25,2022,7,25,0,3,0,206,112.95,3926.6,1116.1,18.35,11.8,14.6,0,SUP-003,Nuwara Estates Ltd,1,740.4,0,0,463989.9,126.75,113.47,124.73,130.78,131.03,122.5,121.32,122.34,6.74,3500.1,-0.4583
2022-07-26,2022,7,26,1,3,0,207,126.75,3869.9,1098.8,19.23,11.4,10.9,0,SUP-002,Silva Green Leaves,0,0.0,0,0,511639.75,127.99,112.95,113.47,124.73,118.24,119.67,122.53,122.71,6.86,3476.8,12.2178
2022-07-27,2022,7,27,2,3,0,208,127.99,3884.8,1061.8,18.58,12.8,1.7,0,SUP-002,Silva Green Leaves,1,573.7,0,0,516943.8,125.91,126.75,112.95,113.47,122.29,119.29,123.35,122.65,7.16,3460.6,0.9783
2022-07-28,2022,7,28,3,3,0,209,125.91,4060.7,1292.6,17.22,12.5,13.3,0,SUP-001,Perera Tea Estates,1,773.5,0,0,533541.31,121.84,127.99,126.75,112.95,126.75,131.23,123.23,122.49,7.1,3525.0,-1.6251
2022-07-29,2022,7,29,4,3,0,210,121.84,3973.7,970.5,20.69,14.0,53.9,1,SUP-005,Kandyan Leaf Growers,1,732.9,0,0,504235.25,129.36,125.91,127.99,126.75,130.78,120.37,121.95,122.26,6.27,3539.5,-3.2325
2022-07-30,2022,7,30,5,3,1,211,129.36,2930.1,525.7,20.84,10.9,0.6,0,SUP-003,Nuwara Estates Ltd,0,0.0,0,0,389993.32,114.02,121.84,125.91,127.99,124.73,120.33,122.61,122.6,6.83,3577.8,6.172
2022-07-31,2022,7,31,6,3,1,212,114.02,2934.3,570.1,19.78,11.5,27.3,0,SUP-003,Nuwara Estates Ltd,0,0.0,0,0,345845.46,124.39,129.36,121.84,125.91,113.47,121.52,122.69,122.3,6.71,3654.3,-11.8584
2022-08-01,2022,8,1,0,3,0,213,124.39,3866.4,1176.0,18.29,10.3,9.6,0,SUP-003,Nuwara Estates Ltd,1,664.5,1,1,502450.54,124.03,114.02,129.36,121.84,112.95,131.03,124.32,122.54,5.16,3645.7,9.0949
2022-08-02,2022,8,2,1,3,0,214,124.03,4001.4,1172.3,18.98,13.1,6.7,0,SUP-001,Perera Tea Estates,1,841.4,0,1,518543.9,119.48,124.39,114.02,129.36,126.75,118.24,123.93,122.86,5.04,3664.5,-0.2894
2022-08-03,2022,8,3,2,3,0,215,119.48,3978.2,980.8,17.73,11.5,0.4,0,SUP-001,Perera Tea Estates,1,924.8,0,1,492704.92,125.57,124.03,124.39,114.02,127.99,122.29,122.72,122.68,4.93,3677.8,-3.6685
2022-08-04,2022,8,4,3,3,0,216,125.57,3688.7,1111.4,21.82,12.0,4.6,0,SUP-004,Highlands Tea Farm,1,419.5,0,1,487440.81,127.18,119.48,124.03,124.39,125.91,126.75,122.67,122.74,4.89,3624.7,5.0971
2022-08-05,2022,8,5,4,3,0,217,127.18,3927.2,1104.1,18.79,11.0,3.9,0,SUP-005,Kandyan Leaf Growers,1,645.8,0,1,520207.34,117.26,125.57,119.48,124.03,121.84,130.78,123.43,122.79,5.15,3618.0,1.2822
2022-08-06,2022,8,6,5,3,1,218,117.26,3063.5,638.4,20.82,10.5,3.2,0,SUP-002,Silva Green Leaves,1,607.8,0,0,372517.5,121.24,127.18,125.57,119.48,129.36,124.73,121.7,122.6,4.85,3637.1,-7.8
2022-08-07,2022,8,7,6,3,1,219,121.24,2754.7,497.7,18.21,14.5,7.6,0,SUP-004,Highlands Tea Farm,0,0.0,0,0,343042.94,131.88,117.26,127.18,125.57,114.02,113.47,122.74,122.72,3.54,3611.4,3.3942
2022-08-08,2022,8,8,0,3,0,220,131.88,4079.8,1136.2,19.17,12.8,1.4,0,SUP-004,Highlands Tea Farm,1,411.5,0,0,559824.98,130.58,121.24,117.26,127.18,124.39,112.95,123.81,123.16,4.96,3641.9,8.776
2022-08-09,2022,8,9,1,3,0,221,130.58,4103.3,1162.6,20.4,13.1,1.4,0,SUP-001,Perera Tea Estates,1,861.2,0,0,559525.95,122.19,131.88,121.24,117.26,124.03,126.75,124.74,123.42,5.59,3656.5,-0.9857
2022-08-10,2022,8,10,2,3,0,222,122.19,4206.4,1104.9,19.7,13.5,3.0,0,SUP-002,Silva Green Leaves,1,660.7,0,0,535746.55,118.0,130.58,131.88,121.24,119.48,127.99,125.13,123.41,5.25,3689.1,-6.4252
2022-08-11,2022,8,11,3,3,0,223,118.0,3652.8,1213.7,20.07,14.5,6.4,0,SUP-002,Silva Green Leaves,1,556.0,0,0,455389.36,124.17,122.19,130.58,131.88,125.57,125.91,124.05,123.36,5.89,3684.0,-3.4291
2022-08-12,2022,8,12,4,3,0,224,124.17,3767.9,1226.1,19.44,11.4,4.7,0,SUP-001,Perera Tea Estates,1,894.1,0,0,491695.53,123.17,118.0,122.19,130.58,127.18,121.84,123.62,123.52,5.73,3661.2,5.2288
2022-08-13,2022,8,13,5,3,1,225,123.17,3025.7,502.9,19.05,10.3,2.2,0,SUP-005,Kandyan Leaf Growers,1,719.8,0,0,382255.71,121.71,124.17,118.0,122.19,117.26,129.36,124.46,123.25,5.03,3655.8,-0.8053
2022-08-14,2022,8,14,6,3,1,226,121.71,2788.5,587.2,21.58,10.6,3.9,0,SUP-001,Perera Tea Estates,0,0.0,1,0,352060.11,115.94,123.17,124.17,118.0,121.24,114.02,124.53,123.29,4.98,3660.6,-1.1854
2022-08-15,2022,8,15,0,3,0,227,115.94,3909.3,1064.9,21.04,11.0,15.3,0,SUP-004,Highlands Tea Farm,1,500.5,0,0,475649.74,126.79,121.71,123.17,124.17,131.88,124.39,122.25,123.15,4.69,3636.3,-4.7408
2022-08-16,2022,8,16,1,3,0,228,126.79,3886.7,1197.3,17.39,12.8,8.0,0,SUP-004,Highlands Tea Farm,1,579.7,0,0,513615.74,129.72,115.94,121.71,123.17,130.58,124.03,121.71,123.32,3.68,3605.3,9.3583
2022-08-17,2022,8,17,2,3,0,229,129.72,3864.6,1099.9,16.15,10.2,9.8,0,SUP-001,Perera Tea Estates,1,902.7,0,0,519079.3,121.2,126.79,115.94,121.71,122.19,119.48,122.79,123.28,4.78,3556.5,2.3109
2022-08-18,2022,8,18,3,3,0,230,121.2,3797.5,1110.1,20.5,10.3,9.3,0,SUP-001,Perera Tea Estates,1,780.3,0,0,483014.05,118.84,129.72,126.79,115.94,118.0,125.57,123.24,123.38,4.38,3577.2,-6.568
2022-08-19,2022,8,19,4,3,0,231,118.84,3670.2,1183.5,19.33,9.8,2.6,0,SUP-002,Silva Green Leaves,1,700.8,0,0,459043.62,118.69,121.2,129.72,126.79,124.17,127.18,122.48,123.26,4.65,3563.2,-1.9472
2022-08-20,2022,8,20,5,3,1,232,118.69,2556.2,628.0,18.39,10.9,1.0,0,SUP-001,Perera Tea Estates,1,932.7,0,0,314944.3,129.05,118.84,121.2,129.72,123.17,117.26,121.84,122.99,4.84,3496.1,-0.1262
2022-08-21,2022,8,21,6,3,1,233,129.05,2445.9,524.2,18.23,9.4,3.5,0,SUP-004,Highlands Tea Farm,0,0.0,0,0,325199.56,125.71,118.69,118.84,121.2,121.71,121.24,122.89,122.94,5.55,3447.2,8.7286
2022-08-22,2022,8,22,0,3,0,234,125.71,4016.4,1106.5,16.88,11.5,2.8,0,SUP-004,Highlands Tea Farm,0,0.0,0,0,523579.36,117.93,129.05,118.69,118.84,115.94,131.88,124.29,122.97,4.67,3462.5,-2.5881
2022-08-23,2022,8,23,1,3,0,235,117.93,3998.1,1270.4,17.92,11.3,1.6,0,SUP-002,Silva Green Leaves,1,714.6,0,0,494261.5,118.82,125.71,129.05,118.69,126.79,130.58,123.02,123.12,5.07,3478.4,-6.1888
2022-08-24,2022,8,24,2,3,0,236,118.82,4307.5,1167.7,17.27,16.1,2.9,0,SUP-003,Nuwara Estates Ltd,1,789.4,0,0,531983.33,126.43,117.93,125.71,129.05,129.72,122.19,121.46,123.31,4.28,3541.7,0.7547
2022-08-25,2022,8,25,3,3,0,237,126.43,3977.8,1291.9,19.09,11.6,0.6,0,SUP-001,Perera Tea Estates,1,930.5,0,0,527575.63,118.15,118.82,117.93,125.71,121.2,118.0,122.21,123.3,4.66,3567.4,6.4046
2022-08-26,2022,8,26,4,3,0,238,118.15,4145.7,1186.6,16.61,11.0,18.2,0,SUP-001,Perera Tea Estates,1,798.6,0,0,509523.88,114.23,126.43,118.82,117.93,118.84,124.17,122.11,122.98,4.75,3635.4,-6.5491
2022-08-27,2022,8,27,5,3,1,239,114.23,2698.1,585.9,22.17,13.1,6.0,0,SUP-005,Kandyan Leaf Growers,1,753.5,0,0,321193.37,121.71,118.15,126.43,118.82,118.69,123.17,121.47,122.59,5.52,3655.6,-3.3178
2022-08-28,2022,8,28,6,3,1,240,121.71,2531.1,541.9,19.09,13.3,1.1,0,SUP-005,Kandyan Leaf Growers,0,0.0,0,0,318405.05,122.85,114.23,118.15,126.43,129.05,121.71,120.43,122.58,4.43,3667.8,6.5482
2022-08-29,2022,8,29,0,3,0,241,122.85,3849.6,1117.4,22.12,10.5,1.3,0,SUP-001,Perera Tea Estates,0,0.0,0,0,497640.25,119.66,121.71,114.23,118.15,125.71,115.94,120.02,122.36,3.97,3644.0,0.9367
2022-08-30,2022,8,30,1,3,0,242,119.66,3438.3,1265.7,19.53,13.0,1.3,0,SUP-003,Nuwara Estates Ltd,0,0.0,0,0,436146.1,124.79,122.85,121.71,114.23,117.93,126.79,120.26,122.55,3.88,3564.0,-2.5967
2022-08-31,2022,8,31,2,3,0,243,124.79,3712.7,1082.2,16.47,12.8,2.4,0,SUP-001,Perera Tea Estates,1,963.1,0,0,481131.67,104.79,119.66,122.85,121.71,118.82,129.72,121.12,122.57,4.15,3479.0,4.2871
2022-09-01,2022,9,1,3,3,0,244,104.79,4598.8,1175.6,18.94,12.2,6.5,0,SUP-002,Silva Green Leaves,1,655.5,0,1,504174.12,107.22,124.79,119.66,122.85,126.43,121.2,118.03,121.92,6.77,3567.8,-16.0269
2022-09-02,2022,9,2,4,3,0,245,107.22,4169.8,1114.2,17.86,12.2,4.5,0,SUP-002,Silva Green Leaves,1,623.7,0,1,466985.57,108.14,104.79,124.79,119.66,118.15,118.84,116.46,121.52,7.9,3571.2,2.3189
2022-09-03,2022,9,3,5,3,1,246,108.14,3355.6,645.5,21.21,13.8,11.8,0,SUP-001,Perera Tea Estates,1,860.1,1,1,376565.64,109.82,107.22,104.79,124.79,114.23,118.69,115.59,120.93,8.5,3665.1,0.858
2022-09-04,2022,9,4,6,3,1,247,109.82,3082.9,564.1,20.99,12.2,13.4,0,SUP-001,Perera Tea Estates,0,0.0,0,1,350404.54,104.13,108.14,107.22,104.79,121.71,129.05,113.9,120.36,8.26,3744.0,1.5535
2022-09-05,2022,9,5,0,3,0,248,104.13,4390.6,1182.9,19.6,9.0,3.1,0,SUP-005,Kandyan Leaf Growers,1,670.6,0,1,480378.02,108.69,109.82,108.14,107.22,122.85,125.71,111.22,119.92,7.9,3821.2,-5.1812
2022-09-06,2022,9,6,1,3,0,249,108.69,4246.2,1162.9,19.43,12.0,2.3,0,SUP-005,Kandyan Leaf Growers,1,660.2,0,0,484114.62,102.9,104.13,109.82,108.14,119.66,117.93,109.65,119.5,6.98,3936.7,4.3791
2022-09-07,2022,9,7,2,3,0,250,102.9,4292.7,1248.0,19.91,13.6,2.7,0,SUP-003,Nuwara Estates Ltd,1,684.8,0,0,466566.51,109.6,108.69,104.13,109.82,124.79,118.82,106.53,118.53,2.6,4019.5,-5.3271
2022-09-08,2022,9,8,3,3,0,251,109.6,4515.5,1113.1,21.25,12.3,0.8,0,SUP-001,Perera Tea Estates,1,825.3,0,0,518552.18,108.13,102.9,108.69,104.13,104.79,126.43,107.21,117.83,2.7,4007.6,6.5112
2022-09-09,2022,9,9,4,3,0,252,108.13,4425.5,1110.2,19.18,10.5,2.7,0,SUP-005,Kandyan Leaf Growers,1,676.0,0,0,499822.95,106.33,109.6,102.9,108.69,107.22,118.15,107.34,117.37,2.72,4044.1,-1.3412
2022-09-10,2022,9,10,5,3,1,253,106.33,3244.1,612.1,19.47,11.4,0.8,0,SUP-002,Silva Green Leaves,1,770.8,1,0,356862.74,106.75,108.13,109.6,102.9,108.14,114.23,107.09,116.98,2.72,4028.2,-1.6647
2022-09-11,2022,9,11,6,3,1,254,106.75,3441.4,573.8,20.68,13.3,1.2,0,SUP-004,Highlands Tea Farm,0,0.0,0,0,379235.63,106.42,106.33,108.13,109.6,109.82,121.71,106.65,116.4,2.44,4079.4,0.395
2022-09-12,2022,9,12,0,3,0,255,106.42,4264.7,1201.6,18.06,13.6,15.2,0,SUP-003,Nuwara Estates Ltd,1,740.1,0,0,475550.27,105.78,106.75,106.33,108.13,104.13,122.85,106.97,115.84,2.18,4061.4,-0.3091
2022-09-13,2022,9,13,1,3,0,256,105.78,4992.8,1211.1,19.37,14.0,8.7,0,SUP-001,Perera Tea Estates,1,818.7,0,0,551597.39,100.89,106.42,106.75,106.33,108.69,119.66,106.56,115.31,2.07,4168.1,-0.6014
2022-09-14,2022,9,14,2,3,0,257,100.89,4284.6,1202.0,20.11,13.8,6.8,0,SUP-005,Kandyan Leaf Growers,1,628.9,0,0,456445.51,106.25,105.78,106.42,106.75,102.9,124.79,106.27,114.81,2.71,4166.9,-4.6228
2022-09-15,2022,9,15,3,3,0,258,106.25,4108.2,1108.5,21.42,14.5,5.2,0,SUP-003,Nuwara Estates Ltd,1,726.2,1,0,460240.32,104.04,100.89,105.78,106.42,109.6,104.79,105.79,114.12,2.28,4108.8,5.3127
2022-09-16,2022,9,16,4,3,0,259,104.04,4284.0,1120.4,18.97,10.5,5.4,0,SUP-003,Nuwara Estates Ltd,1,761.2,0,0,466961.35,99.68,106.25,100.89,105.78,108.13,107.22,105.21,113.26,2.1,4088.5,-2.08
2022-09-17,2022,9,17,5,3,1,260,99.68,2691.8,606.7,20.83,10.7,0.7,0,SUP-003,Nuwara Estates Ltd,1,707.6,1,0,280956.18,94.84,104.04,106.25,100.89,106.33,108.14,104.26,112.55,2.87,4009.6,-4.1907
2022-09-18,2022,9,18,6,3,1,261,94.84,2971.0,539.9,16.99,14.8,13.8,0,SUP-003,Nuwara Estates Ltd,0,0.0,0,0,290942.54,109.07,99.68,104.04,106.25,106.75,109.82,102.56,111.75,4.32,3942.4,-4.8555
2022-09-19,2022,9,19,0,3,0,262,109.07,4197.7,1214.8,16.01,12.8,5.4,0,SUP-005,Kandyan Leaf Growers,0,0.0,0,0,477292.09,107.62,94.84,99.68,104.04,106.42,104.13,102.94,111.43,4.8,3932.9,15.0042
2022-09-20,2022,9,20,1,3,0,263,107.62,4193.7,973.5,20.57,14.4,17.7,0,SUP-003,Nuwara Estates Ltd,1,824.1,0,0,471350.89,105.67,109.07,94.84,99.68,105.78,108.69,103.2,110.71,5.03,3818.7,-1.3294
2022-09-21,2022,9,21,2,3,0,264,105.67,4520.3,1202.6,19.34,11.1,5.9,0,SUP-003,Nuwara Estates Ltd,1,818.0,0,0,500918.38,103.33,107.62,109.07,94.84,100.89,102.9,103.88,110.04,4.99,3852.4,-1.8119
2022-09-22,2022,9,22,3,3,0,265,103.33,4606.8,1168.5,21.04,13.1,3.9,0,SUP-002,Silva Green Leaves,1,568.6,0,0,500605.88,107.26,105.67,107.62,109.07,106.25,109.6,103.46,109.56,4.88,3923.6,-2.2144
2022-09-23,2022,9,23,4,3,0,266,107.26,4051.2,1242.5,20.17,15.0,3.0,0,SUP-005,Kandyan Leaf Growers,0,0.0,0,0,459592.94,93.43,103.33,105.67,107.62,104.04,108.13,103.92,109.17,5.09,3890.4,3.8033
2022-09-24,2022,9,24,5,3,1,267,93.43,3274.5,441.6,17.71,15.3,5.5,0,SUP-005,Kandyan Leaf Growers,1,696.2,0,0,313757.27,95.01,107.26,103.33,105.67,99.68,106.33,103.03,108.07,6.35,3973.6,-12.8939
2022-09-25,2022,9,25,6,3,1,268,95.01,3037.2,657.9,21.49,11.3,3.7,0,SUP-004,Highlands Tea Farm,0,0.0,0,0,302702.64,100.53,93.43,107.26,103.33,94.84,106.75,103.06,107.3,6.31,3983.1,1.6911
2022-09-26,2022,9,26,0,3,0,269,100.53,4165.7,1122.0,19.81,15.2,5.3,0,SUP-001,Perera Tea Estates,1,787.1,0,0,441004.64,102.09,95.01,93.43,107.26,109.07,106.42,101.84,106.84,5.76,3978.5,5.8099
2022-09-27,2022,9,27,1,3,0,270,102.09,4004.5,1230.2,18.59,15.2,15.8,0,SUP-001,Perera Tea Estates,1,838.3,1,0,431688.82,106.62,100.53,95.01,93.43,107.62,105.78,101.05,106.19,5.18,3951.5,1.5518
2022-09-28,2022,9,28,2,3,0,271,106.62,4629.9,1240.7,18.56,13.7,0.4,0,SUP-001,Perera Tea Estates,1,844.1,0,0,516667.33,104.52,102.09,100.53,95.01,105.67,100.89,101.18,105.65,5.33,3967.1,4.4373
2022-09-29,2022,9,29,3,3,0,272,104.52,4302.8,1292.0,19.98,12.1,2.8,0,SUP-004,Highlands Tea Farm,1,488.7,0,0,475542.82,99.26,106.62,102.09,100.53,103.33,106.25,101.35,105.14,5.43,3923.7,-1.9696
2022-09-30,2022,9,30,4,3,0,273,99.26,4400.3,1196.3,18.32,12.8,5.5,0,SUP-001,Perera Tea Estates,1,748.9,0,0,458689.99,93.66,104.52,106.62,102.09,107.26,104.04,100.21,104.29,4.78,3973.6,-5.0325
2022-10-01,2022,10,1,5,4,1,274,93.66,3305.0,687.9,20.14,11.7,0.0,0,SUP-004,Highlands Tea Farm,0,0.0,0,1,323400.61,99.01,99.26,104.52,106.62,93.43,99.68,100.24,103.92,4.73,3977.9,-5.6417
2022-10-02,2022,10,2,6,4,1,275,99.01,3126.6,545.5,18.79,15.7,2.6,0,SUP-003,Nuwara Estates Ltd,0,0.0,1,1,319814.61,105.91,93.66,99.26,104.52,95.01,94.84,100.81,103.65,4.2,3990.7,5.7122
2022-10-03,2022,10,3,0,4,0,276,105.91,4506.4,1327.8,20.64,12.6,3.2,0,SUP-003,Nuwara Estates Ltd,1,749.8,0,1,504678.62,97.07,99.01,93.66,99.26,100.53,109.07,101.58,103.57,4.61,4039.4,6.969
2022-10-04,2022,10,4,1,4,0,277,97.07,4433.8,1266.2,22.12,13.6,28.8,0,SUP-002,Silva Green Leaves,1,519.0,1,1,458397.31,98.16,105.91,99.01,93.66,102.09,107.62,100.86,103.15,4.9,4100.7,-8.3467
2022-10-05,2022,10,5,2,4,0,278,98.16,4514.8,1261.7,18.3,13.3,6.8,0,SUP-002,Silva Green Leaves,1,579.2,0,1,466261.88,103.19,97.07,105.91,99.01,106.62,105.67,99.66,102.95,4.25,4084.2,1.1229
2022-10-06,2022,10,6,3,4,0,279,103.19,4245.7,1222.6,20.57,15.3,18.5,0,SUP-003,Nuwara Estates Ltd,1,850.3,0,0,463262.66,100.75,98.16,97.07,105.91,104.52,103.33,99.47,102.77,4.02,4076.1,5.1243
2022-10-07,2022,10,7,4,4,0,280,100.75,4399.6,1163.0,18.3,14.3,1.7,0,SUP-002,Silva Green Leaves,1,506.6,0,0,464542.6,99.3,103.19,98.16,97.07,99.26,107.26,99.68,102.7,4.04,4076.0,-2.3646
2022-10-08,2022,10,8,5,4,1,281,99.3,3181.3,613.9,18.83,15.8,20.2,0,SUP-002,Silva Green Leaves,1,674.0,0,0,327462.83,93.35,100.75,103.19,98.16,93.66,93.43,100.48,102.35,3.09,4058.3,-1.4392
2022-10-09,2022,10,9,6,4,1,282,93.35,3031.5,564.3,20.12,14.9,1.0,0,SUP-001,Perera Tea Estates,0,0.0,1,0,294344.24,94.41,99.3,100.75,103.19,99.01,95.01,99.68,101.86,4.12,4044.7,-5.9919
2022-10-10,2022,10,10,0,4,0,283,94.41,4404.6,1347.2,18.5,13.3,20.0,0,SUP-003,Nuwara Estates Ltd,1,636.3,0,0,440761.49,98.36,93.35,99.3,100.75,105.91,100.53,98.03,101.46,3.45,4030.2,1.1355
2022-10-11,2022,10,11,1,4,0,284,98.36,4112.3,1228.1,17.25,13.1,2.9,0,SUP-005,Kandyan Leaf Growers,0,0.0,0,0,425670.55,102.93,94.41,93.35,99.3,97.07,102.09,98.22,101.18,3.43,3984.3,4.1839
2022-10-12,2022,10,12,2,4,0,285,102.93,4176.6,1246.9,17.69,16.0,14.7,0,SUP-004,Highlands Tea Farm,0,0.0,0,0,451955.1,102.43,98.36,94.41,93.35,98.16,106.62,98.9,101.07,3.86,3935.9,4.6462
2022-10-13,2022,10,13,3,4,0,286,102.43,4285.8,1213.3,18.41,15.0,22.4,0,SUP-003,Nuwara Estates Ltd,1,772.8,0,0,461331.35,98.07,102.93,98.36,94.41,103.19,104.52,98.79,100.95,3.73,3941.7,-0.4858
2022-10-14,2022,10,14,4,4,0,287,98.07,4170.7,1324.8,19.01,11.6,24.2,0,SUP-001,Perera Tea Estates,1,834.2,0,0,434205.0,96.8,102.43,102.93,98.36,100.75,99.26,98.41,100.86,3.63,3909.0,-4.2566
2022-10-15,2022,10,15,5,4,1,288,96.8,3144.4,628.9,18.14,15.6,4.4,0,SUP-003,Nuwara Estates Ltd,1,718.9,0,0,315786.17,95.97,98.07,102.43,102.93,99.3,93.66,98.05,100.55,3.65,3903.7,-1.295
2022-10-16,2022,10,16,6,4,1,289,95.97,3064.8,700.7,18.21,16.3,4.9,0,SUP-001,Perera Tea Estates,0,0.0,0,0,306888.6,100.06,96.8,98.07,102.43,93.35,99.01,98.42,100.28,3.2,3908.5,-0.8574
2022-10-17,2022,10,17,0,4,0,290,100.06,4363.5,1209.7,18.53,13.8,8.1,0,SUP-002,Silva Green Leaves,1,638.6,0,0,459027.55,98.28,95.97,96.8,98.07,94.41,105.91,99.23,100.29,2.68,3902.6,4.2617
2022-10-18,2022,10,18,1,4,0,291,98.28,4043.7,1313.6,20.41,17.0,28.2,0,SUP-003,Nuwara Estates Ltd,1,698.4,0,0,424225.41,97.31,100.06,95.97,96.8,98.36,97.07,99.22,100.4,2.69,3892.8,-1.7789
2022-10-19,2022,10,19,2,4,0,292,97.31,4272.5,1144.4,16.46,13.6,15.0,0,SUP-002,Silva Green Leaves,1,478.4,0,0,434593.8,100.44,98.28,100.06,95.97,102.93,98.16,98.42,100.01,2.19,3906.5,-0.987
2022-10-20,2022,10,20,3,4,0,293,100.44,4026.9,1360.6,19.22,17.1,7.0,0,SUP-003,Nuwara Estates Ltd,1,746.3,0,0,430612.57,100.32,97.31,98.28,100.06,102.43,103.19,98.13,99.77,1.64,3869.5,3.2165
2022-10-21,2022,10,21,4,4,0,294,100.32,4058.4,1222.9,18.78,15.7,25.1,0,SUP-002,Silva Green Leaves,1,625.3,1,0,430104.75,95.91,100.44,97.31,98.28,98.07,100.75,98.45,99.59,1.84,3853.5,-0.1195
2022-10-22,2022,10,22,5,4,1,295,95.91,2982.3,601.7,18.65,15.9,16.6,0,SUP-001,Perera Tea Estates,1,871.0,0,0,297254.1,95.13,100.32,100.44,97.31,96.8,99.3,98.33,99.35,1.99,3830.3,-4.3959
2022-10-23,2022,10,23,6,4,1,296,95.13,3023.3,577.0,19.25,13.9,26.2,0,SUP-003,Nuwara Estates Ltd,0,0.0,0,0,298713.78,92.15,95.91,100.32,100.44,95.97,93.35,98.21,98.94,2.18,3824.4,-0.8133
2022-10-24,2022,10,24,0,4,0,297,92.15,4541.0,1286.3,20.16,15.5,45.2,1,SUP-005,Kandyan Leaf Growers,1,671.0,0,0,444384.96,98.46,95.13,95.91,100.32,100.06,94.41,97.08,98.9,2.97,3849.7,-3.1326
2022-10-25,2022,10,25,1,4,0,298,98.46,4256.8,1320.8,18.77,14.0,17.5,0,SUP-001,Perera Tea Estates,1,970.3,0,0,443915.94,99.8,92.15,95.13,95.91,98.28,98.36,97.1,99.02,2.98,3880.2,6.8475
2022-10-26,2022,10,26,2,4,0,299,99.8,4520.9,1281.4,20.75,15.9,3.7,0,SUP-001,Perera Tea Estates,1,914.6,0,0,477774.87,98.93,98.46,92.15,95.13,97.31,102.93,97.46,98.99,3.15,3915.7,1.361
2022-10-27,2022,10,27,3,4,0,300,98.93,4488.9,1078.6,19.18,14.0,7.3,0,SUP-003,Nuwara Estates Ltd,1,737.3,0,0,464774.42,94.75,99.8,98.46,92.15,100.44,102.43,97.24,98.89,2.96,3981.7,-0.8717
